local,raca,qtd_pessoas,qtd_pes_pobres,qtd_pes_vulneraveis,qtd_pes_pob_vul,qtd_0a11,qtd_0a11_pobres,qtd_0a11_vulneraveis,qtd_0a11_pob_vul,incidencia,intensidade,IPM,qtd_pes_E1,qtd_pes_E2,qtd_pes_E3,qtd_pes_S1,qtd_pes_S2,qtd_pes_S3,qtd_pes_S4,qtd_pes_T1,qtd_pes_T2,qtd_pes_T3,qtd_pes_P1,qtd_pes_P2,qtd_pes_P3,qtd_pes_P4,contr_E1,contr_E2,contr_E3,contr_S1,contr_S2,contr_S3,contr_S4,contr_T1,contr_T2,contr_T3,contr_P1,contr_P2,contr_P3,contr_P4
0,1,90621281,1286273,13556547,1739481,9523116,32160635,23079663,4955545,16087892,5355161,3329580,3936918,2019814,26674463,5349394,30611382,14,9595624836798,41,738557791859,6,24390563265994,1984733,34869746,3682539,22773941,11663202,5119134,24605,6503587532,7693874,35140823,11339564,6346146,6475069,35523731,1451234,15012214,2219132
0,2,14351162,103713,3844309,12644509,2208798,53877346,6053107,66521855,1954333,11548069,734984,785827931,320655,37694097,1055640,1627689,26,7874414884794,43,1683152552648,11,5636871905664,653178,56429666,1462284,9470963,3260090,58791635,9703,78466104046,1859228,15610846,2888320,50331534,1720643,73909553,379437,889903899,817293
0,3,2105352,68161939,434496,281878368,252326,778778016,686823,60656385,322316,629241148,100431,818418566,47416,2896147683,147848,108033335,20,6376957966094,42,9549734864979,8,86491675765765,67674,7497055786,140791,528292417,363947,903265757,676,779065595057,235280,72794743,343578,489713787,217581,999832107,47035,7506771987,80412
0,4,82820451,5486982,26539118,5851582,13134882,1234967,39674000,7086549,17019716,6295735,6876656,95093789,2822967,95176768,9699624,90270557,32,441606981015,43,710881091015,14,67849793609,4245689,38288316,9340710,11237805,22451115,7699633,63993,579320936,14192544,6517534,21091248,6899365,13414374,6275938,2570488,62822023,4680768
0,5,821500,696299404,542511,22837243,89776,7523837939,632287,980756224,240733,178565277,199157,468125627,18868,6129345042,218026,81060131,66,390466881243,49,8064651891131,32,8917147999428,160608,907235263,225830,942720468,392478,25939419,3376,21390846102,380404,840672679,347659,907764832,449246,133544356,88698,3763048159,37158
1,1,3686144,40760645,1608993,55858406,612499,320499866,2221492,87908393,902750,411509796,467110,53690677,146694,895811514,613804,949502192,43,6497700758512,45,1243474236768,19,6966738986632,244917,48428494,503922,481117407,1250136,15859474,3998,13260524513,1056693,29804204,1476105,98322662,692279,874802022,155312,34935897,263131
1,2,1033503,71989747,586835,679799626,175714,810095274,762550,4898949,172988,7085743,118552,721931088,24561,8410687377,143114,562999826,56,7811869954221,46,61983852268,26,4712976885268,99843,7455677556,210698,868001896,464586,961666055,1994,50578457552,384070,309774867,526219,55823663,270956,59993023,58993,3057564479,95506
1,3,176720,543417846,83273,517304277,31685,9227859381,114958,974516366,36816,9311491193,20710,9227330784,6645,2599486045,27356,1826816829,47,1213194119334,45,4600034502061,21,4213534304476,13758,6067782625,26720,1917139224,63299,270562964,124,804603336301,55694,1084767934,75463,5261855012,35840,4268534081,8642,67460825551,14359
1,4,10659534,9179777,5986430,6276571,1755121,28833029,7741551,35109601,2684296,67126591,1733028,64789485,406032,910476071,2139061,55837092,56,1603307163935,46,9649745216122,26,3756850122073,1014467,41531391,2188634,82311057,4720359,58989269,18054,1856166899,3842872,44222784,5396821,58085387,2853651,20113606,566127,75589475,929943
1,5,305152,89929687,269759,47837719,19437,1424621613,289196,19029988,112508,262474994,105030,683422674,4393,28072773236,109423,964150406,88,4015075564046,52,3007983517194,46,2346942069551,94880,6541220279,109586,593404922,179710,920070058,1494,43525173484,221657,131620533,162081,22740432,237686,460804962,51367,8456141393,10769
2,1,15488291,5932344,4793199,96608619,2546901,71959057,7340101,68567676,3320243,5010238,1308608,95422313,569546,203099551,1878155,15732268,30,9472477143958,42,5851212678427,13,1789229682351,619207,754250473,1585050,35285379,4156164,18532025,8525,92262519387,2477723,6048286,3759121,54782818,2711108,48693232,463851,114475378,821282
2,2,5013782,86657082,1929528,95494175,916896,177230842,2846425,13217259,738185,145682477,374327,12234815,125841,134803702,500168,257151852,38,4844937702987,43,4789299616662,16,7326460924899,278901,682979938,761366,951128452,1650716,97124525,4774,4923992978,887100,864790173,1401943,90481232,1029782,41123853,191252,636448018,399053
2,3,631563,212588738,231737,77387331,112197,71957201,343934,796959341,117106,580054028,54895,265602978,20513,8760794062,75409,1416823842,36,6926180575741,43,1245651133171,15,8235319660193,32225,3725010392,81050,14007456,198839,52590891,418,82949246135,115247,679974747,170930,941769106,132973,345263786,25188,3947951523,42043
2,4,31731631,874191,13489123,9048625,5810376,69413326,19299500,5989958,6727342,76003883,3442040,71488755,1191968,5939802,4634008,77428557,42,5100237290061,43,5563945645371,18,5158336648842,1882429,48669345,4958430,39850732,11611426,6301958,31482,3249948991,6914607,44914824,10152126,892784,7884933,61130062,1282955,38804108,2259912
2,5,209457,257119769,115090,734953202,33735,6189259456,148826,353879147,51913,3547276256,36450,1277028498,6703,31245276057,43153,4401556103,54,9471221650687,46,1987069196508,25,3848599298226,19205,7987959444,50642,177892579,95179,5485705169,522,630878010053,64756,9052972935,71565,114303779,85858,9931171715,15980,1691859539,13671
3,1,44152518,639894,3066490,81913628,3077074,60274146,6143565,42187774,7192539,74915615,691645,585161052,677050,926054051,1368696,5112151,6,94522295351779,40,192553067714,2,77942650539277,532960,483858357,748762,375202431,2710236,47742595,5653,62409466585,1867501,54624265,2343087,73197269,1293861,70880557,302676,99702928,635768
3,2,6281663,32861826,882726,237101336,791999,600368435,1674725,83746977,782903,27023703,162877,151717853,124716,382107954,287593,533825807,14,524283286526,41,515592448377,5,76874094067519,189392,291864687,343056,176125892,771326,946680084,2110,57089195474,402216,591433793,575001,113387559,286354,511112451,82621,6750820149,238058
3,3,902731,7240767,60245,63829865,60405,7970185145,120650,803401501,110320,15879083,12799,6782295434,11475,7251837276,24275,403413271,6,67363827660295,40,3796292132487,2,69479039112571,11227,542316371,18377,5400009122,52327,38869643,54,5856104267949,32665,9720117533,43267,2734595364,25427,7536220942,5719,10712385224,13411
3,4,28904270,7154209,4263521,80765922,3601974,44175904,7865496,24941825,5378012,8926908,1039704,45326549,813720,917740296,1853425,37100578,14,7504908518054,41,74120856051,6,5863443933129,850784,8747206,1409171,56432992,3736311,75925031,9105,49118014835,2123982,57711411,3008446,46567692,1682250,55503772,412947,62949793,1022369
3,5,101295,367871681,22376,632468484,11616,9674738768,33993,5999423608,14372,7962866981,6697,10596498817,1902,48919215921,8599,59515714738,22,90479494413,44,928944381945,9,92501924574979,5838,44022851515,8863,79930750369,17623,3786391035,92,7601529307747,13378,8038860539,16178,479261173,12436,7474921142,2943,15441864317,4664
4,1,21456204,2702201,3172817,90116519,2500132,82061896,5672950,72178415,3552635,44300837,648489,37511301,456889,864957924,1105378,90246922,14,7874146853126,40,8076225309703,6,3439236687163,457904,65527045,643960,543356968,2787958,88946299,5311,20519814004,1765848,43950175,2899416,9376823,1403233,23981465,437513,352189257,348317
4,2,1095306,69708704,226972,5501058,158175,849837717,385148,399943517,149138,600090148,43676,529041836,24318,231158792,67994,760200628,20,7222826911797,42,416359988542,8,71198665967937,48294,3324480786,85669,4462317002,194361,100960545,414,394801532436,78473,1160421633,186514,51984274,63398,9378705625,24162,4613824444,40982
4,3,185594,735976372,26721,2569968026,17393,8973987773,44115,15439558,24518,353976598,5047,96742145038,2968,58822771259,8016,55564916297,14,3976373339621,42,2232263454607,6,7914699991739,4959,79406621802,6367,13171554446,23184,9560713815,21,3656196952177,14440,6327402133,24262,9172937458,13050,935553323,3543,89891363633,3394
4,4,4573620,6208362,1137586,17706233,738295,261165727,1875881,43822806,854307,912115406,261458,110292985,146162,328048622,407620,438341607,24,8727738994584,42,2250081613734,10,5025308090063,221591,493242633,338746,508122087,993085,725259847,2277,78272874164,455401,98665995,993732,744586347,392557,139560447,145694,872427986,164828
4,5,75181,7167501189,41683,2180842347,10066,333497964,51749,2514340311,18405,174630433,13827,9255587076,2169,83388680019,15997,7594455078,55,4432911166115,47,2797860844535,26,2134694381147,10504,7627964765,16995,308013241,31655,7820686161,127,39224726509,19736,4855507253,33254,4445090496,29235,8505101563,5857,9564707023,2383
5,1,5838122,79358455,915044,928978755,786507,858155429,1701552,78713418,1119723,88173898,213726,408783118,169632,376821579,383358,785604697,15,67361566948,40,3402129172367,6,32276993289763,129743,560776641,200843,475208979,758706,801111977,1116,76583550836,526108,7138513,861832,433906295,374586,44881665,91880,3370692878,150632
5,2,926905,398198205,218245,704496428,166012,10124119,384257,805737618,111117,634110068,35551,7369266447,21217,9958446979,56769,7327713426,23,5456288118153,40,8746813804013,9,62420075584148,36746,5114361954,61493,5056083665,179098,607364271,410,263943048018,107367,274067539,198641,874894497,70151,8188810405,22407,8112349732,43693
5,3,208743,117228732,32519,8893808154,30643,4420027722,63163,3313835875,33554,9238495109,6977,98443151514,5812,84017531719,12790,8246068323,15,5789037801814,40,7041256668042,6,34125657219554,5503,43404368781,8276,65085458205,26297,1118528584,57,9402828906081,17231,6795912371,29653,8310058983,10290,3805374868,3941,67523630267,7201
5,4,6951394,76580645,1662456,63280813,1229114,43810889,2891571,7091702,1375757,19688389,400425,24596997,265083,736104795,665508,760701791,23,9154398335377,41,255048316552,9,81142992441959,276416,978886159,445726,818307229,1389932,6536562,3073,79480045706,855680,196603699,1540121,603448,600982,120559031,162762,982358454,303713
5,5,130414,264628113,93601,5950288026,14920,9901720146,108522,585200817,43533,5904455255,37151,6254764097,3699,69667505184,40851,3221514615,71,7725129959634,49,3450758127091,35,4162009505446,30179,2512923002,39743,5014174647,68308,6300459124,1139,34840105885,60875,5143180874,64581,736215728,84028,816199663,12550,1114390086,5671
11,1,546533,6021112,258563,790182108,95286,208273408,353849,998455515,114698,335001763,58858,5197901753,20759,7167211617,79618,236511337,47,3097700092553,43,4077433229229,20,5361035322827,28324,2471967805,46061,1762011058,208299,797547745,427,400177488077,219965,882614276,251169,845302207,133473,626141659,27271,7317060312,24180
11,2,106324,214093205,59318,3148777646,20548,2750258757,79866,5899036404,13227,2664638264,8734,12738557836,1983,98101478315,10718,1084003615,55,7900337036733,44,1335801589081,24,6221392452925,8232,52016109863,13860,869539758,47382,3985313053,188,554437151048,48654,632105515,57208,3813735745,26324,509694602,5317,84254711998,6875
11,3,22643,1886787562,10126,6341408003,4416,59135527716,14543,2254960774,3935,57577506412,1847,90380655455,877,1309910023,2724,91690565478,44,7226505262531,43,6424875653355,19,5180771948085,1252,46996854088,2398,46935432176,7716,65307501084,36,121515832702,8469,54715503973,9952,60419511257,4241,82437124055,1095,83432784705,1189
11,4,871401,382017351,484629,282703082,158116,629825737,642745,912528819,192053,993085879,117676,141727544,33093,5021716588,150769,643899202,55,6149316152257,44,2336565529798,24,6005178428536,62853,2332527354,111269,221606054,388218,30216922,1080,45774268854,398941,705379372,468938,71980751,218566,12180485,46594,3166771501,53580
11,5,13620,4733755803,11013,3198814149,836,475620868575,11849,7955022835,4879,59595346418,4203,78987851674,129,196817804705,4332,98669632145,80,8585691387222,54,460647461498,43,7008746295241,3708,50982512495,5316,3388018887,8061,24676434284,203,226441977468,10540,4457347245,9543,82682131256,9533,52942617329,2497,19174273068,435
12,1,171257,153349707,80092,5276900947,28017,3205749035,108109,848264998,47739,6243283283,27163,3141216055,7103,96574733977,34267,2798689453,46,767405695776,45,6940243151214,21,3699097301794,14915,1888714174,20779,2084707752,60941,2722720481,157,174065465259,55828,7018544774,62928,3778801596,35903,8782732431,8100,4020516227,10058
12,2,41547,1243852441,25459,7378093712,6878,19877579921,32337,9365851704,8327,94302507586,6202,49479911184,1158,72121218833,7361,21601130017,61,2791816186766,47,2823805695325,28,9742558628377,4802,56727532067,7524,13646145724,19779,1249312633,76,4892233954968,18041,872594524,20057,5855170838,12355,3276717232,2761,87070709863,3402
12,3,14404,1891517884,8005,57047622427,2621,23238809461,10626,8028643189,3653,41465075503,2242,35940778788,652,302865779737,2894,66227356761,55,5780710171411,46,7826485047958,26,8936096949,1737,21567188453,2211,21581368076,5963,45242298691,19,1388381192056,5515,35086943161,6548,3542414219,3420,36245127204,1009,84568129628,1044
12,4,490507,28709321,281213,910749517,81464,6965114143,362678,607260932,129587,402739256,86497,2148259208,19199,3665561155,105696,581382036,57,3312703570181,46,4636064653666,26,6381758402803,56304,7961865231,79088,9283418812,213241,994332248,730,129396504732,195387,529218032,224877,892862727,128746,495161493,24411,9570812087,36224
12,5,15704,3921978538,14755,4027006149,537,751576946888,15293,1542775618,6903,3398805354,6675,33939335979,117,999391657521,6793,33878501731,93,9571714378828,54,69185372394,50,8018771954069,6669,938394118,5558,4711516255,10389,1507064333,61,3876386602172,12959,379357013,9969,76771871503,13672,1792321994,1964,962161674,533
13,1,739114,39977048,262266,38705048,111296,179067347,373562,217772395,192132,560748038,86389,7037541706,30026,1499493772,116415,853703548,35,4838393697936,46,9135108395,16,3549809819965,58356,1200011009,96158,5849174087,195972,65766356,1023,72932076997,137315,48890563,224596,429573102,96299,1574238829,28033,2213855033,55823
13,2,142563,652651162,74007,4195926809,21992,6066378929,96000,262305738,26549,6593012565,16930,670589266,3586,12003841909,20516,1870973457,51,9118430374178,48,753131100792,24,9567810814514,17789,1137082819,28629,4283368687,57127,5589975135,244,658590920886,44489,410484527,60683,7870202115,34468,6074300281,9304,89922941115,13048
13,3,31836,979666348,12865,9744114908,4549,67219624053,17415,6466077313,6777,1006470411,3398,47461293477,1011,34740128396,4409,82201421873,40,4120445668098,45,8735981682437,18,5384589361499,2853,26657301864,4450,69975295736,9603,97842893043,20,5554627644123,7288,92489824622,10593,4105749346,4935,87210175304,1437,98338273568,2485
13,4,2403293,79031298,1219566,17597686,370831,363654537,1590397,5396314,636212,943725898,387824,388639363,93263,6185193418,481088,7158705,50,7456134115854,47,9737856022159,24,3445917806033,270480,707850589,481379,258727644,933676,898334971,4682,81091337636,675439,560050333,1035019,49410433,559587,366800368,132218,905463502,208705
13,5,167121,544215231,151641,2169072,9634,77030097678,161275,772470049,60764,3993218105,57500,5751544788,2149,39452035166,59649,9696748304,90,7369560765774,52,8985662489517,47,9985488224505,49974,9297695147,63067,722900006,101629,441299224,683,586919507011,127760,827401584,85976,5417823915,132694,92607613,30268,1444241582,5199
14,1,94145,9488992768,21648,8413787176,13759,9618787458,35408,8032574634,22977,591788484,6475,98955781806,3483,8220686947,9959,7176468753,22,9949792124129,43,4233199857255,9,98518340405712,3066,99818384192,6615,88901705049,16338,2950870539,6,7586822234647,8662,94306961464,19904,2098536012,8921,96866266974,2666,62951159011,4096
14,2,27168,4424090609,10574,774506839,4814,39132063832,15388,4687713222,4282,4855336214,2124,2744272331,797,4546485207,2921,7290757538,38,9204404561572,44,4769770831832,17,310635382359,2010,20836743766,3778,54024063988,8400,89536823815,4,6450068864401,3806,1233890616,9402,37812373201,3972,92724245528,1200,8025173191,1798
14,3,4338,5972153758,1465,47452621179,700,869972104818,2166,34449831661,775,831245751851,323,441209797784,141,890986420755,465,332196218539,33,7817969387561,43,9124250674885,14,8344062671824,199,93112425959,494,65124545459,1080,728647971,0,626,127839053011,1395,19495406203,605,31720769163,175,503037133004,157,631999119246
14,4,274441,485217673,100914,188541504,49099,6661662923,150013,854707797,70335,6432982054,30439,105854899,13115,6947771617,43554,7053626516,36,7707485846989,44,3440281124822,16,305631089569,18279,13572974,35728,4477396667,75169,9723298145,185,684576030562,38148,2346567496,90614,8626047403,43568,1207850185,10323,1531171564,17054
14,5,50385,637524487,42854,6574898776,3986,29229321215,46840,9497830897,20090,4640348632,18214,7443244969,1096,31352763052,19311,578521274,85,542885098461,50,2838653496628,42,7685839084048,18179,3165487544,12171,6627981204,24302,9497324018,295,587367120168,32119,1993659771,24066,5562151701,39290,1322777773,8463,25884554719,2873
15,1,1637543,9369208,830129,883642797,273889,327861196,1104019,21150399,403930,196071964,240957,889579349,63057,6021702428,304015,491749591,50,6935945305841,45,8455727141931,23,2407687419572,116885,743903613,288095,205850906,647730,773226799,2009,75810172631,559088,482135978,775993,459850248,363213,215219559,75218,2898661854,135179
15,2,533848,190321856,337945,548265894,84111,4786284036,422057,26894298,91362,7622878016,68290,5873213614,11675,9970966737,79966,5844180351,63,303679658846,47,5372440997363,30,928247235407,54776,9814572458,130008,832851102,268074,475871975,1241,3671962319,229796,371702052,309850,56806318,162405,91767322,33132,7921210743,55176
15,3,69411,8443562045,38888,9473536959,12346,904855822,51235,8522095179,14756,7272045368,9856,9492911298,2589,5795214968,12446,5288126266,56,263852868214,46,4475586098771,26,22888143092,5686,26554188458,13733,2344551839,29575,5992786745,37,2257217812329,27923,922375588,36516,5931235355,17783,5706343479,3889,98200715898,6986
15,4,5300811,51621487,3326290,2641928,829525,874749106,4155815,90116839,1334390,87823762,947807,383606894,184060,201187963,1131867,58479486,62,7505810430036,47,7192355396662,29,94409757042,515592,162232247,1291510,2961173,2662246,66061358,9231,68759724297,2251310,4979199,3076938,62871621,1674849,6242728,306175,600054982,504372
15,5,38133,5010807214,33012,2025696504,2583,708170052,35595,2096513509,12787,1958325348,12132,618467357,382,439326740847,12514,5011734765,86,5700804648642,51,737402360012,44,2145780187219,11878,7232815953,14588,1210492802,22317,3702686826,197,72701191853,25328,4957549846,21869,4263707341,27819,8831662902,5412,38395776006,1310
16,1,159161,235676387,67213,3397490945,31042,9956575769,98256,3354066713,43716,6463900622,22449,41669179,8275,51945851909,30724,9361503091,42,2297172194337,44,706906272068,18,6109280285209,12236,6661276171,23589,9481405268,47474,7478544593,158,457012695524,33355,71998137,65333,4935537666,9510,33235450031,5293,33977927934,18263
16,2,56204,9342321256,29365,3056909669,10978,5260016039,40343,8316925708,10278,1665417704,6500,47482958738,1785,1429974895,8285,48912933633,52,2468464595806,44,9426762941251,23,4811310782179,5290,96188005364,10945,7732040735,21859,2051630193,169,667505456855,16265,6264678056,28264,9832165983,5981,7171378493,2506,21478321647,6896
16,3,7050,33041256865,3671,2017953559,1672,1592407774,5343,21771943364,1593,9793876895,964,187081644596,296,403866566218,1260,59094821081,52,713439019998,44,763041880932,22,9511239330736,757,79207444122,1027,43649639781,2484,43728165099,8,4123181254736,2454,73617842284,3601,3503971813,841,6936241272,244,987304943755,986
16,4,439761,662982445,238496,790784007,81959,648961069,320456,439745076,117412,274416972,72972,3749405317,21322,1466798974,94294,5216204291,54,2331928541773,45,440831389429,24,4288444781389,44519,7573070027,86979,5852069699,170171,268300355,1404,69765494769,122852,43520503,231291,40481775,46598,6586437912,16968,8112664617,57450
16,5,7344,38634458598,6128,35139689241,659,994007891248,6788,34540478366,2483,18630612919,2235,19836667325,168,538779584757,2403,73714625801,83,4426609570997,55,4105200920919,46,2360124150098,1465,19430407876,3813,56273132491,4824,49452285044,0,5325,55983303693,5840,71532993784,4907,97467717376,1790,98556656067,173,943145757177
17,1,338388,4906718,89079,1372362622,59207,3271866909,148286,464422953,77555,457181151,24815,2201957653,13988,8595580039,38804,797537693,26,3245174383485,41,235075132881,10,8549345440714,11132,5200005672,22622,4685196307,73379,2068403124,214,855244876512,42477,1674789788,76180,167213565,44957,6967264796,8729,9690521815,15530
17,2,125847,16180482,50165,2761122615,26391,3337050601,76556,6098173215,18960,425420951,9770,69610928945,3574,55275840376,13345,2488676932,39,8620639455215,42,3294729183293,16,8734015625066,6941,39271831716,15951,2873679997,41963,3028027369,69,4543011416021,23016,7535176124,40752,3861791085,25448,5244731072,4768,88385120788,8307
17,3,27035,9514306426,8249,24902664875,5378,63609432149,13627,8851209702,5325,18368720154,2077,60732322902,1076,72220795679,3154,32953118581,30,5121461984099,41,9976623988017,12,814388151037,1272,50383606675,2404,48459592617,6875,1427892303,3,4601109627066,3415,49916101197,6856,33405671609,4012,7194989831,788,538867140766,1510
17,4,879318,52524428,335319,687590945,184123,408462043,519443,96052989,204303,535762103,89812,1335690926,41978,3805839318,131790,514153024,38,1340615751352,42,3368021211453,16,1447421898207,46437,7449117978,102679,85371158,277634,493812228,738,717735899155,160792,47979829,269141,590103045,181734,923292254,29435,122342816,52555
17,5,12842,728963264,10354,1116302006,1198,85158056506,11552,9632107656,4600,8114565715,4068,97445841287,349,398363962352,4418,37282237522,80,6223635164924,49,5892990737676,39,9800649645335,3004,4199884031,5071,66950438198,8186,26677612662,52,9198725514422,7623,56559452711,4814,39316606035,9768,66941773622,970,918915707736,242
21,1,1437656,8444743,649869,512980601,263192,28232065,913061,541212666,341789,309220796,186618,32928222,60001,934539791,246619,126382201,45,2034057387503,43,9948175168716,19,8871558661743,76854,3954559418,191963,120026626,526475,378857209,1724,63053710486,334995,64907923,525829,118140342,434786,77183567,58198,9119966688,91198
21,2,632138,274039117,358144,191900969,113857,203345738,472001,395246707,107599,411068935,75747,7020889176,14704,54077059,90451,7074966234,56,6559891418323,45,2432705467405,25,6330224483711,48235,6518314272,117170,557258217,287425,17841929,1205,53588148307,189473,698601546,281069,709747116,250884,607405844,30959,6211818697,49194
21,3,74264,7075644465,39267,2933311387,13112,1544201236,52379,4477512623,13978,8815883651,9438,69000026876,2026,21987818051,11464,9098784493,52,8747700205548,44,2306775961835,23,3868690575151,4887,85477601208,12113,995777175,31156,2185191169,49,4515354334367,19219,172144211,30236,4390202598,26968,1683487086,3785,17862482497,5974
21,4,4396274,3022509,2625482,6538321,773800,513387285,3399283,16721938,1128245,9942541,763932,218337225,176284,640927939,940216,859265164,59,7206324214889,45,227900598192,27,103882682026,328711,527357491,883070,64462387,2135505,746792,9238,77847898948,1398256,25799532,2044033,8323596,1857911,61304005,224780,895058537,338058
21,5,34338,8748737172,28406,3090108804,3412,37055545644,31818,6795663368,12523,701111131,11323,8880816003,901,452319750809,12225,3404013511,82,7234704554121,48,595443799688,40,1998375943113,7664,62810294676,14180,3623056733,21484,7204213499,213,256143931563,15244,651274306,9695,42512456015,25820,744786676,4495,19735055717,1711
22,1,755484,772860022,296865,779091569,154768,457631433,451634,236723002,160787,431142032,77923,5408284197,31587,4045714851,109510,945399905,39,2947402457539,42,4204590616845,16,6690091993453,28391,3063265377,101739,548153482,262744,332202887,691,477697622656,152370,658537972,206776,241896932,194750,140401253,27046,4632860208,43781
22,2,289691,866533778,145344,837901027,61811,8821449798,207156,720046007,42425,3664480255,26906,5950918332,7476,62162700557,34383,2167188387,50,1722190685253,43,2311117754108,21,6900081057181,16416,212977687,56836,391424443,127897,917619373,346,750392312997,70673,7241485524,94560,1579195613,96606,5122996236,13236,71546713,21393
22,3,66163,2435666712,30939,6994716591,14062,7355304513,45002,4350021103,12668,6245205016,7270,82362089885,2470,31266652492,9741,13628742377,46,7626703344461,42,9935476316724,20,1049309440821,3197,20888157057,10669,8787412392,27562,4427408483,38,8415641648782,16351,1799293174,19469,3718867204,21547,5039956604,3421,9608506361,4599
22,4,2003657,80251628,1009273,2653243,419776,332044475,1429049,35857691,423801,304715924,249090,457537359,78589,7619080705,327680,21944543,50,3715267779232,43,37762579853,21,6787781025297,105428,339559793,375492,11861851,894167,969637061,1656,40645953869,511905,141600044,655250,882999063,686225,535359702,85886,488910237,141276
22,5,3362,31452317713,1559,29576606258,728,330238736356,2287,62600479894,529,498662231409,317,298746563313,78,8416241282884,396,140370691601,46,3756663843918,39,8886869858432,18,498644401669,68,874459267416,433,2520313941,1355,81718687323,0,660,38088629135,1148,2780729252,731,380124064298,25,829360534187,353,653654475
23,1,2674840,77115717,802123,111740923,460648,636566082,1262771,74830701,558275,133418201,210567,951956826,102048,794454606,312616,746411432,29,9876957309094,41,9096826502706,12,5677481149529,106770,516538701,215683,700435803,691395,747630643,966,349790556857,390457,845068356,643016,335839031,448710,468030554,74680,5293088793,123934
23,2,385207,418361512,163197,25354873,74507,6613983167,237704,68675319,47793,8861438945,27253,3608156887,8165,61662032755,35418,9774360162,42,3660131077006,43,1385868858517,18,2760993745367,27410,3041424619,53366,58764686,140515,648760053,142,508359891971,74469,508729774,124044,621461237,84957,8572439971,16868,3628205625,27186
23,3,103879,359038293,35791,1802164297,19613,204771881,55404,3849883107,16938,1954706924,7492,43188785386,2960,16487585079,10452,5967637047,34,4545639747701,42,4311564516835,14,6194699448801,5708,90286196798,10173,2904800428,30986,26107169,84,3978111348746,17485,741840941,27973,8910610214,19317,7501493023,3331,4410068493,5390
23,4,5268304,82397185,2184737,55952476,1019219,20700059,3203956,76652535,1043862,38616415,511983,220922337,197477,479830147,709460,700752484,41,4694599595636,42,834406788841,17,763197172215,321976,431082449,656891,105622024,1871509,46639375,3636,98207472609,1101238,6870084,1691721,72591279,1240677,6189932,204060,931611322,322660
23,5,19986,891447559,10486,865706866,3445,56624643996,13932,4319533059,4057,89074318,2646,78756296106,560,688633947643,3207,4761969087,52,4687179813885,43,7364225979384,22,9479402280606,1406,34882907198,4376,59535179422,8978,81633680336,44,1876391364156,5077,31347429469,8464,71135689694,6808,5825748206,1062,17824874431,1202
24,1,1293930,74392629,316389,850399266,217805,64844344,534195,498842707,267464,26202512,84753,8735969127,48798,7056403767,133552,579237289,24,4518380820922,41,5658254270081,10,1636083308971,45731,3715276987,111815,248085114,275608,307132002,605,218725932936,117045,961406913,284200,783479318,133368,705039076,23811,203545144,70639
